a_id,b_id,pair_strategy,pair_score,is_true_pair,is_same_group,a_group_id,b_group_id
103,103,true_pair,1.0,1,1,0,0
104,104,true_pair,1.0,1,1,30,30
105,105,true_pair,1.0,1,1,21,21
106,106,true_pair,1.0,1,1,29,29
107,107,true_pair,1.0,1,1,2,2
108,108,true_pair,1.0,1,1,10,10
109,109,true_pair,1.0,1,1,38,38
110,110,true_pair,1.0,1,1,46,46
111,111,true_pair,1.0,1,1,38,38
112,112,true_pair,1.0,1,1,29,29
113,113,true_pair,1.0,1,1,26,26
114,114,true_pair,1.0,1,1,30,30
115,115,true_pair,1.0,1,1,38,38
116,116,true_pair,1.0,1,1,38,38
117,117,true_pair,1.0,1,1,34,34
118,118,true_pair,1.0,1,1,1,1
119,119,true_pair,1.0,1,1,36,36
120,120,true_pair,1.0,1,1,0,0
121,121,true_pair,1.0,1,1,34,34
122,122,true_pair,1.0,1,1,45,45
123,123,true_pair,1.0,1,1,29,29
124,124,true_pair,1.0,1,1,1,1
125,125,true_pair,1.0,1,1,44,44
126,126,true_pair,1.0,1,1,20,20
127,127,true_pair,1.0,1,1,8,8
128,128,true_pair,1.0,1,1,29,29
129,129,true_pair,1.0,1,1,34,34
130,130,true_pair,1.0,1,1,6,6
131,131,true_pair,1.0,1,1,1,1
132,132,true_pair,1.0,1,1,49,49
133,133,true_pair,1.0,1,1,12,12
134,134,true_pair,1.0,1,1,45,45
135,135,true_pair,1.0,1,1,8,8
136,136,true_pair,1.0,1,1,40,40
137,137,true_pair,1.0,1,1,22,22
138,138,true_pair,1.0,1,1,39,39
139,139,true_pair,1.0,1,1,41,41
140,140,true_pair,1.0,1,1,31,31
141,141,true_pair,1.0,1,1,46,46
142,142,true_pair,1.0,1,1,10,10
143,143,true_pair,1.0,1,1,21,21
144,144,true_pair,1.0,1,1,9,9
145,145,true_pair,1.0,1,1,37,37
146,146,true_pair,1.0,1,1,43,43
147,147,true_pair,1.0,1,1,11,11
148,148,true_pair,1.0,1,1,49,49
149,149,true_pair,1.0,1,1,30,30
150,150,true_pair,1.0,1,1,33,33
151,151,true_pair,1.0,1,1,1,1
152,152,true_pair,1.0,1,1,34,34
153,153,true_pair,1.0,1,1,17,17
154,154,true_pair,1.0,1,1,14,14
155,155,true_pair,1.0,1,1,43,43
156,156,true_pair,1.0,1,1,6,6
157,157,true_pair,1.0,1,1,31,31
158,158,true_pair,1.0,1,1,23,23
159,159,true_pair,1.0,1,1,16,16
160,160,true_pair,1.0,1,1,16,16
161,161,true_pair,1.0,1,1,16,16
162,162,true_pair,1.0,1,1,8,8
163,163,true_pair,1.0,1,1,13,13
164,164,true_pair,1.0,1,1,48,48
165,165,true_pair,1.0,1,1,32,32
166,166,true_pair,1.0,1,1,10,10
167,167,true_pair,1.0,1,1,36,36
168,168,true_pair,1.0,1,1,32,32
169,169,true_pair,1.0,1,1,19,19
170,170,true_pair,1.0,1,1,20,20
171,171,true_pair,1.0,1,1,23,23
172,172,true_pair,1.0,1,1,27,27
173,173,true_pair,1.0,1,1,22,22
174,174,true_pair,1.0,1,1,48,48
175,175,true_pair,1.0,1,1,34,34
176,176,true_pair,1.0,1,1,28,28
177,177,true_pair,1.0,1,1,2,2
178,178,true_pair,1.0,1,1,7,7
179,179,true_pair,1.0,1,1,16,16
180,180,true_pair,1.0,1,1,0,0
181,181,true_pair,1.0,1,1,48,48
182,182,true_pair,1.0,1,1,0,0
183,183,true_pair,1.0,1,1,6,6
184,184,true_pair,1.0,1,1,31,31
185,185,true_pair,1.0,1,1,49,49
186,186,true_pair,1.0,1,1,32,32
187,187,true_pair,1.0,1,1,49,49
188,188,true_pair,1.0,1,1,47,47
189,189,true_pair,1.0,1,1,24,24
190,190,true_pair,1.0,1,1,46,46
191,191,true_pair,1.0,1,1,44,44
192,192,true_pair,1.0,1,1,31,31
193,193,true_pair,1.0,1,1,7,7
194,194,true_pair,1.0,1,1,14,14
195,195,true_pair,1.0,1,1,29,29
196,196,true_pair,1.0,1,1,44,44
197,197,true_pair,1.0,1,1,45,45
198,198,true_pair,1.0,1,1,3,3
199,199,true_pair,1.0,1,1,0,0
200,200,true_pair,1.0,1,1,13,13
201,201,true_pair,1.0,1,1,39,39
202,202,true_pair,1.0,1,1,4,4
203,203,true_pair,1.0,1,1,3,3
204,204,true_pair,1.0,1,1,25,25
205,205,true_pair,1.0,1,1,45,45
206,206,true_pair,1.0,1,1,49,49
207,207,true_pair,1.0,1,1,5,5
208,208,true_pair,1.0,1,1,38,38
209,209,true_pair,1.0,1,1,45,45
210,210,true_pair,1.0,1,1,16,16
211,211,true_pair,1.0,1,1,27,27
212,212,true_pair,1.0,1,1,36,36
213,213,true_pair,1.0,1,1,39,39
214,214,true_pair,1.0,1,1,8,8
215,215,true_pair,1.0,1,1,46,46
216,216,true_pair,1.0,1,1,4,4
217,217,true_pair,1.0,1,1,24,24
218,218,true_pair,1.0,1,1,39,39
219,219,true_pair,1.0,1,1,19,19
220,220,true_pair,1.0,1,1,35,35
221,221,true_pair,1.0,1,1,31,31
222,222,true_pair,1.0,1,1,3,3
223,223,true_pair,1.0,1,1,7,7
224,224,true_pair,1.0,1,1,19,19
225,225,true_pair,1.0,1,1,45,45
226,226,true_pair,1.0,1,1,48,48
227,227,true_pair,1.0,1,1,44,44
228,228,true_pair,1.0,1,1,17,17
229,229,true_pair,1.0,1,1,19,19
230,230,true_pair,1.0,1,1,30,30
231,231,true_pair,1.0,1,1,34,34
232,232,true_pair,1.0,1,1,10,10
233,233,true_pair,1.0,1,1,5,5
234,234,true_pair,1.0,1,1,27,27
235,235,true_pair,1.0,1,1,11,11
236,236,true_pair,1.0,1,1,30,30
237,237,true_pair,1.0,1,1,37,37
238,238,true_pair,1.0,1,1,48,48
239,239,true_pair,1.0,1,1,48,48
240,240,true_pair,1.0,1,1,15,15
241,241,true_pair,1.0,1,1,4,4
242,242,true_pair,1.0,1,1,33,33
243,243,true_pair,1.0,1,1,18,18
244,244,true_pair,1.0,1,1,39,39
245,245,true_pair,1.0,1,1,11,11
246,246,true_pair,1.0,1,1,22,22
247,247,true_pair,1.0,1,1,15,15
248,248,true_pair,1.0,1,1,29,29
249,249,true_pair,1.0,1,1,48,48
250,250,true_pair,1.0,1,1,7,7
251,251,true_pair,1.0,1,1,31,31
252,252,true_pair,1.0,1,1,30,30
253,253,true_pair,1.0,1,1,43,43
254,254,true_pair,1.0,1,1,37,37
255,255,true_pair,1.0,1,1,31,31
256,256,true_pair,1.0,1,1,43,43
257,257,true_pair,1.0,1,1,39,39
258,258,true_pair,1.0,1,1,10,10
259,259,true_pair,1.0,1,1,19,19
260,260,true_pair,1.0,1,1,38,38
261,261,true_pair,1.0,1,1,41,41
262,262,true_pair,1.0,1,1,16,16
263,263,true_pair,1.0,1,1,49,49
264,264,true_pair,1.0,1,1,38,38
265,265,true_pair,1.0,1,1,7,7
266,266,true_pair,1.0,1,1,39,39
267,267,true_pair,1.0,1,1,30,30
268,268,true_pair,1.0,1,1,2,2
269,269,true_pair,1.0,1,1,29,29
270,270,true_pair,1.0,1,1,11,11
271,271,true_pair,1.0,1,1,35,35
272,272,true_pair,1.0,1,1,17,17
273,273,true_pair,1.0,1,1,37,37
274,274,true_pair,1.0,1,1,45,45
275,275,true_pair,1.0,1,1,36,36
276,276,true_pair,1.0,1,1,4,4
277,277,true_pair,1.0,1,1,14,14
278,278,true_pair,1.0,1,1,17,17
279,279,true_pair,1.0,1,1,45,45
280,280,true_pair,1.0,1,1,3,3
281,281,true_pair,1.0,1,1,41,41
282,282,true_pair,1.0,1,1,29,29
283,283,true_pair,1.0,1,1,49,49
284,284,true_pair,1.0,1,1,8,8
285,285,true_pair,1.0,1,1,17,17
286,286,true_pair,1.0,1,1,9,9
287,287,true_pair,1.0,1,1,27,27
288,288,true_pair,1.0,1,1,33,33
289,289,true_pair,1.0,1,1,27,27
290,290,true_pair,1.0,1,1,24,24
291,291,true_pair,1.0,1,1,46,46
292,292,true_pair,1.0,1,1,7,7
293,293,true_pair,1.0,1,1,11,11
294,294,true_pair,1.0,1,1,16,16
295,295,true_pair,1.0,1,1,15,15
296,296,true_pair,1.0,1,1,29,29
297,297,true_pair,1.0,1,1,24,24
298,298,true_pair,1.0,1,1,17,17
299,299,true_pair,1.0,1,1,12,12
300,300,true_pair,1.0,1,1,3,3
301,301,true_pair,1.0,1,1,47,47
302,302,true_pair,1.0,1,1,35,35
303,303,true_pair,1.0,1,1,47,47
304,304,true_pair,1.0,1,1,34,34
305,305,true_pair,1.0,1,1,8,8
306,306,true_pair,1.0,1,1,6,6
307,307,true_pair,1.0,1,1,40,40
308,308,true_pair,1.0,1,1,18,18
309,309,true_pair,1.0,1,1,6,6
310,310,true_pair,1.0,1,1,2,2
311,311,true_pair,1.0,1,1,31,31
312,312,true_pair,1.0,1,1,31,31
313,313,true_pair,1.0,1,1,14,14
314,314,true_pair,1.0,1,1,11,11
315,315,true_pair,1.0,1,1,21,21
316,316,true_pair,1.0,1,1,43,43
317,317,true_pair,1.0,1,1,7,7
318,318,true_pair,1.0,1,1,42,42
319,319,true_pair,1.0,1,1,23,23
320,320,true_pair,1.0,1,1,23,23
321,321,true_pair,1.0,1,1,15,15
322,322,true_pair,1.0,1,1,40,40
323,323,true_pair,1.0,1,1,1,1
324,324,true_pair,1.0,1,1,19,19
325,325,true_pair,1.0,1,1,5,5
326,326,true_pair,1.0,1,1,43,43
327,327,true_pair,1.0,1,1,34,34
328,328,true_pair,1.0,1,1,24,24
329,329,true_pair,1.0,1,1,11,11
330,330,true_pair,1.0,1,1,35,35
331,331,true_pair,1.0,1,1,47,47
332,332,true_pair,1.0,1,1,15,15
333,333,true_pair,1.0,1,1,24,24
334,334,true_pair,1.0,1,1,12,12
335,335,true_pair,1.0,1,1,0,0
336,336,true_pair,1.0,1,1,21,21
337,337,true_pair,1.0,1,1,23,23
338,338,true_pair,1.0,1,1,29,29
339,339,true_pair,1.0,1,1,6,6
340,340,true_pair,1.0,1,1,47,47
341,341,true_pair,1.0,1,1,41,41
342,342,true_pair,1.0,1,1,11,11
343,343,true_pair,1.0,1,1,4,4
344,344,true_pair,1.0,1,1,25,25
345,345,true_pair,1.0,1,1,19,19
346,346,true_pair,1.0,1,1,26,26
347,347,true_pair,1.0,1,1,30,30
348,348,true_pair,1.0,1,1,35,35
349,349,true_pair,1.0,1,1,46,46
350,350,true_pair,1.0,1,1,32,32
351,351,true_pair,1.0,1,1,20,20
352,352,true_pair,1.0,1,1,3,3
353,353,true_pair,1.0,1,1,44,44
354,354,true_pair,1.0,1,1,17,17
355,355,true_pair,1.0,1,1,19,19
356,356,true_pair,1.0,1,1,18,18
357,357,true_pair,1.0,1,1,7,7
358,358,true_pair,1.0,1,1,24,24
359,359,true_pair,1.0,1,1,10,10
360,360,true_pair,1.0,1,1,17,17
361,361,true_pair,1.0,1,1,11,11
362,362,true_pair,1.0,1,1,16,16
363,363,true_pair,1.0,1,1,1,1
364,364,true_pair,1.0,1,1,13,13
365,365,true_pair,1.0,1,1,38,38
366,366,true_pair,1.0,1,1,40,40
367,367,true_pair,1.0,1,1,5,5
368,368,true_pair,1.0,1,1,24,24
369,369,true_pair,1.0,1,1,0,0
370,370,true_pair,1.0,1,1,33,33
371,371,true_pair,1.0,1,1,18,18
372,372,true_pair,1.0,1,1,27,27
373,373,true_pair,1.0,1,1,18,18
374,374,true_pair,1.0,1,1,19,19
375,375,true_pair,1.0,1,1,13,13
376,376,true_pair,1.0,1,1,36,36
377,377,true_pair,1.0,1,1,45,45
378,378,true_pair,1.0,1,1,3,3
379,379,true_pair,1.0,1,1,13,13
380,380,true_pair,1.0,1,1,34,34
381,381,true_pair,1.0,1,1,41,41
382,382,true_pair,1.0,1,1,29,29
383,383,true_pair,1.0,1,1,33,33
384,384,true_pair,1.0,1,1,48,48
385,385,true_pair,1.0,1,1,10,10
386,386,true_pair,1.0,1,1,26,26
387,387,true_pair,1.0,1,1,20,20
388,388,true_pair,1.0,1,1,34,34
389,389,true_pair,1.0,1,1,21,21
390,390,true_pair,1.0,1,1,13,13
391,391,true_pair,1.0,1,1,27,27
392,392,true_pair,1.0,1,1,32,32
393,393,true_pair,1.0,1,1,29,29
394,394,true_pair,1.0,1,1,33,33
395,395,true_pair,1.0,1,1,33,33
396,396,true_pair,1.0,1,1,27,27
397,397,true_pair,1.0,1,1,19,19
398,398,true_pair,1.0,1,1,36,36
399,399,true_pair,1.0,1,1,16,16
400,400,true_pair,1.0,1,1,10,10
401,401,true_pair,1.0,1,1,27,27
402,402,true_pair,1.0,1,1,8,8
403,403,true_pair,1.0,1,1,34,34
404,404,true_pair,1.0,1,1,11,11
405,405,true_pair,1.0,1,1,46,46
406,406,true_pair,1.0,1,1,33,33
407,407,true_pair,1.0,1,1,48,48
408,408,true_pair,1.0,1,1,20,20
409,409,true_pair,1.0,1,1,41,41
410,410,true_pair,1.0,1,1,5,5
411,411,true_pair,1.0,1,1,9,9
412,412,true_pair,1.0,1,1,12,12
413,413,true_pair,1.0,1,1,28,28
414,414,true_pair,1.0,1,1,4,4
415,415,true_pair,1.0,1,1,14,14
416,416,true_pair,1.0,1,1,49,49
417,417,true_pair,1.0,1,1,4,4
418,418,true_pair,1.0,1,1,15,15
419,419,true_pair,1.0,1,1,46,46
420,420,true_pair,1.0,1,1,19,19
421,421,true_pair,1.0,1,1,44,44
422,422,true_pair,1.0,1,1,43,43
423,423,true_pair,1.0,1,1,29,29
424,424,true_pair,1.0,1,1,0,0
425,425,true_pair,1.0,1,1,33,33
426,426,true_pair,1.0,1,1,2,2
427,427,true_pair,1.0,1,1,26,26
428,428,true_pair,1.0,1,1,48,48
429,429,true_pair,1.0,1,1,12,12
430,430,true_pair,1.0,1,1,11,11
431,431,true_pair,1.0,1,1,36,36
432,432,true_pair,1.0,1,1,6,6
433,433,true_pair,1.0,1,1,8,8
434,434,true_pair,1.0,1,1,45,45
435,435,true_pair,1.0,1,1,18,18
436,436,true_pair,1.0,1,1,22,22
437,437,true_pair,1.0,1,1,19,19
438,438,true_pair,1.0,1,1,40,40
439,439,true_pair,1.0,1,1,9,9
440,440,true_pair,1.0,1,1,18,18
441,441,true_pair,1.0,1,1,2,2
442,442,true_pair,1.0,1,1,24,24
443,443,true_pair,1.0,1,1,29,29
444,444,true_pair,1.0,1,1,10,10
445,445,true_pair,1.0,1,1,17,17
446,446,true_pair,1.0,1,1,39,39
447,447,true_pair,1.0,1,1,37,37
448,448,true_pair,1.0,1,1,33,33
449,449,true_pair,1.0,1,1,3,3
450,450,true_pair,1.0,1,1,4,4
451,451,true_pair,1.0,1,1,3,3
452,452,true_pair,1.0,1,1,24,24
453,453,true_pair,1.0,1,1,13,13
454,454,true_pair,1.0,1,1,23,23
455,455,true_pair,1.0,1,1,6,6
456,456,true_pair,1.0,1,1,48,48
457,457,true_pair,1.0,1,1,12,12
458,458,true_pair,1.0,1,1,17,17
459,459,true_pair,1.0,1,1,19,19
460,460,true_pair,1.0,1,1,43,43
461,461,true_pair,1.0,1,1,31,31
462,462,true_pair,1.0,1,1,49,49
463,463,true_pair,1.0,1,1,43,43
464,464,true_pair,1.0,1,1,36,36
465,465,true_pair,1.0,1,1,30,30
466,466,true_pair,1.0,1,1,27,27
467,467,true_pair,1.0,1,1,42,42
468,468,true_pair,1.0,1,1,36,36
469,469,true_pair,1.0,1,1,33,33
470,470,true_pair,1.0,1,1,29,29
471,471,true_pair,1.0,1,1,30,30
472,472,true_pair,1.0,1,1,22,22
473,473,true_pair,1.0,1,1,43,43
474,474,true_pair,1.0,1,1,14,14
475,475,true_pair,1.0,1,1,16,16
476,476,true_pair,1.0,1,1,16,16
477,477,true_pair,1.0,1,1,14,14
478,478,true_pair,1.0,1,1,45,45
479,479,true_pair,1.0,1,1,20,20
480,480,true_pair,1.0,1,1,31,31
481,481,true_pair,1.0,1,1,16,16
482,482,true_pair,1.0,1,1,12,12
483,483,true_pair,1.0,1,1,22,22
484,484,true_pair,1.0,1,1,13,13
485,485,true_pair,1.0,1,1,16,16
486,486,true_pair,1.0,1,1,25,25
487,487,true_pair,1.0,1,1,10,10
488,488,true_pair,1.0,1,1,15,15
489,489,true_pair,1.0,1,1,17,17
490,490,true_pair,1.0,1,1,26,26
491,491,true_pair,1.0,1,1,22,22
492,492,true_pair,1.0,1,1,0,0
493,493,true_pair,1.0,1,1,11,11
494,494,true_pair,1.0,1,1,33,33
495,495,true_pair,1.0,1,1,35,35
496,496,true_pair,1.0,1,1,45,45
497,497,true_pair,1.0,1,1,43,43
498,498,true_pair,1.0,1,1,39,39
499,499,true_pair,1.0,1,1,8,8
500,500,true_pair,1.0,1,1,30,30
501,501,true_pair,1.0,1,1,6,6
502,502,true_pair,1.0,1,1,5,5
503,503,true_pair,1.0,1,1,26,26
504,504,true_pair,1.0,1,1,44,44
505,505,true_pair,1.0,1,1,47,47
506,506,true_pair,1.0,1,1,39,39
507,507,true_pair,1.0,1,1,27,27
508,508,true_pair,1.0,1,1,28,28
509,509,true_pair,1.0,1,1,49,49
510,510,true_pair,1.0,1,1,48,48
511,511,true_pair,1.0,1,1,20,20
512,512,true_pair,1.0,1,1,32,32
513,513,true_pair,1.0,1,1,49,49
514,514,true_pair,1.0,1,1,14,14
515,515,true_pair,1.0,1,1,23,23
516,516,true_pair,1.0,1,1,8,8
517,517,true_pair,1.0,1,1,12,12
518,518,true_pair,1.0,1,1,6,6
519,519,true_pair,1.0,1,1,41,41
520,520,true_pair,1.0,1,1,3,3
521,521,true_pair,1.0,1,1,20,20
522,522,true_pair,1.0,1,1,15,15
523,523,true_pair,1.0,1,1,9,9
524,524,true_pair,1.0,1,1,15,15
525,525,true_pair,1.0,1,1,15,15
526,526,true_pair,1.0,1,1,31,31
527,527,true_pair,1.0,1,1,0,0
528,528,true_pair,1.0,1,1,33,33
529,529,true_pair,1.0,1,1,24,24
530,530,true_pair,1.0,1,1,8,8
531,531,true_pair,1.0,1,1,7,7
532,532,true_pair,1.0,1,1,41,41
533,533,true_pair,1.0,1,1,10,10
534,534,true_pair,1.0,1,1,3,3
535,535,true_pair,1.0,1,1,37,37
536,536,true_pair,1.0,1,1,46,46
537,537,true_pair,1.0,1,1,8,8
538,538,true_pair,1.0,1,1,27,27
539,539,true_pair,1.0,1,1,29,29
540,540,true_pair,1.0,1,1,21,21
541,541,true_pair,1.0,1,1,45,45
542,542,true_pair,1.0,1,1,23,23
543,543,true_pair,1.0,1,1,22,22
544,544,true_pair,1.0,1,1,48,48
545,545,true_pair,1.0,1,1,34,34
546,546,true_pair,1.0,1,1,40,40
547,547,true_pair,1.0,1,1,42,42
548,548,true_pair,1.0,1,1,25,25
549,549,true_pair,1.0,1,1,33,33
550,550,true_pair,1.0,1,1,46,46
551,551,true_pair,1.0,1,1,31,31
552,552,true_pair,1.0,1,1,25,25
553,553,true_pair,1.0,1,1,26,26
554,554,true_pair,1.0,1,1,37,37
555,555,true_pair,1.0,1,1,32,32
556,556,true_pair,1.0,1,1,24,24
557,557,true_pair,1.0,1,1,12,12
558,558,true_pair,1.0,1,1,38,38
559,559,true_pair,1.0,1,1,40,40
560,560,true_pair,1.0,1,1,33,33
561,561,true_pair,1.0,1,1,2,2
562,562,true_pair,1.0,1,1,4,4
563,563,true_pair,1.0,1,1,43,43
564,564,true_pair,1.0,1,1,23,23
565,565,true_pair,1.0,1,1,40,40
566,566,true_pair,1.0,1,1,39,39
567,567,true_pair,1.0,1,1,45,45
568,568,true_pair,1.0,1,1,44,44
569,569,true_pair,1.0,1,1,43,43
570,570,true_pair,1.0,1,1,18,18
571,571,true_pair,1.0,1,1,33,33
572,572,true_pair,1.0,1,1,39,39
573,573,true_pair,1.0,1,1,17,17
574,574,true_pair,1.0,1,1,47,47
575,575,true_pair,1.0,1,1,20,20
576,576,true_pair,1.0,1,1,36,36
577,577,true_pair,1.0,1,1,29,29
578,578,true_pair,1.0,1,1,46,46
579,579,true_pair,1.0,1,1,17,17
580,580,true_pair,1.0,1,1,44,44
581,581,true_pair,1.0,1,1,38,38
582,582,true_pair,1.0,1,1,23,23
583,583,true_pair,1.0,1,1,11,11
584,584,true_pair,1.0,1,1,37,37
585,585,true_pair,1.0,1,1,4,4
586,586,true_pair,1.0,1,1,2,2
587,587,true_pair,1.0,1,1,8,8
588,588,true_pair,1.0,1,1,10,10
589,589,true_pair,1.0,1,1,4,4
590,590,true_pair,1.0,1,1,49,49
591,591,true_pair,1.0,1,1,39,39
592,592,true_pair,1.0,1,1,16,16
593,593,true_pair,1.0,1,1,1,1
594,594,true_pair,1.0,1,1,21,21
595,595,true_pair,1.0,1,1,49,49
596,596,true_pair,1.0,1,1,2,2
597,597,true_pair,1.0,1,1,39,39
598,598,true_pair,1.0,1,1,28,28
599,599,true_pair,1.0,1,1,26,26
600,600,true_pair,1.0,1,1,37,37
601,601,true_pair,1.0,1,1,3,3
602,602,true_pair,1.0,1,1,13,13
603,603,true_pair,1.0,1,1,38,38
604,604,true_pair,1.0,1,1,41,41
605,605,true_pair,1.0,1,1,9,9
606,606,true_pair,1.0,1,1,41,41
607,607,true_pair,1.0,1,1,22,22
608,608,true_pair,1.0,1,1,49,49
609,609,true_pair,1.0,1,1,33,33
610,610,true_pair,1.0,1,1,42,42
611,611,true_pair,1.0,1,1,22,22
612,612,true_pair,1.0,1,1,18,18
613,613,true_pair,1.0,1,1,48,48
614,614,true_pair,1.0,1,1,46,46
615,615,true_pair,1.0,1,1,9,9
616,616,true_pair,1.0,1,1,49,49
617,617,true_pair,1.0,1,1,24,24
618,618,true_pair,1.0,1,1,0,0
619,619,true_pair,1.0,1,1,11,11
620,620,true_pair,1.0,1,1,1,1
621,621,true_pair,1.0,1,1,1,1
622,622,true_pair,1.0,1,1,36,36
623,623,true_pair,1.0,1,1,23,23
624,624,true_pair,1.0,1,1,4,4
625,625,true_pair,1.0,1,1,22,22
626,626,true_pair,1.0,1,1,3,3
627,627,true_pair,1.0,1,1,33,33
628,628,true_pair,1.0,1,1,49,49
629,629,true_pair,1.0,1,1,38,38
630,630,true_pair,1.0,1,1,41,41
631,631,true_pair,1.0,1,1,18,18
632,632,true_pair,1.0,1,1,23,23
633,633,true_pair,1.0,1,1,25,25
634,634,true_pair,1.0,1,1,1,1
635,635,true_pair,1.0,1,1,23,23
636,636,true_pair,1.0,1,1,7,7
637,637,true_pair,1.0,1,1,7,7
638,638,true_pair,1.0,1,1,30,30
639,639,true_pair,1.0,1,1,28,28
640,640,true_pair,1.0,1,1,1,1
641,641,true_pair,1.0,1,1,46,46
642,642,true_pair,1.0,1,1,44,44
643,643,true_pair,1.0,1,1,41,41
644,644,true_pair,1.0,1,1,17,17
645,645,true_pair,1.0,1,1,17,17
646,646,true_pair,1.0,1,1,7,7
647,647,true_pair,1.0,1,1,9,9
648,648,true_pair,1.0,1,1,2,2
649,649,true_pair,1.0,1,1,44,44
650,650,true_pair,1.0,1,1,49,49
651,651,true_pair,1.0,1,1,18,18
652,652,true_pair,1.0,1,1,32,32
653,653,true_pair,1.0,1,1,31,31
654,654,true_pair,1.0,1,1,7,7
655,655,true_pair,1.0,1,1,37,37
656,656,true_pair,1.0,1,1,43,43
657,657,true_pair,1.0,1,1,16,16
658,658,true_pair,1.0,1,1,34,34
659,659,true_pair,1.0,1,1,11,11
660,660,true_pair,1.0,1,1,36,36
661,661,true_pair,1.0,1,1,10,10
