a_id,b_id,pair_strategy,pair_score,is_true_pair,is_same_group,a_group_id,b_group_id
80,4744,random,1.0,0,0,44,1
81,1720,random,1.0,0,0,20,26
82,3809,random,1.0,0,0,9,19
83,4001,random,1.0,0,0,1,11
84,3915,random,1.0,0,0,15,12
85,2553,random,1.0,0,0,3,16
86,3039,random,1.0,0,0,39,43
87,2531,random,1.0,0,0,31,42
88,1092,random,1.0,0,0,42,18
89,1624,random,1.0,0,0,24,14
90,4548,random,1.0,0,1,48,48
91,4520,random,1.0,0,0,20,35
92,1834,random,1.0,0,0,34,29
93,245,random,1.0,0,0,45,11
94,2247,random,1.0,0,0,47,36
95,1138,random,1.0,0,0,38,18
96,4361,random,1.0,0,0,11,7
97,1839,random,1.0,0,0,39,27
98,1847,random,1.0,0,0,47,15
99,3072,random,1.0,0,0,22,9
100,2095,random,1.0,0,0,45,19
101,456,random,1.0,0,0,6,48
102,3097,random,1.0,0,0,47,45
103,3400,random,1.0,0,0,0,16
104,4280,random,1.0,0,0,30,38
105,1221,random,1.0,0,0,21,26
106,779,random,1.0,0,1,29,29
107,3002,random,1.0,0,0,2,44
108,2760,random,1.0,0,0,10,9
109,4238,random,1.0,0,0,38,2
110,96,random,1.0,0,0,46,11
111,4488,random,1.0,0,0,38,17
112,4129,random,1.0,0,0,29,38
113,3476,random,1.0,0,0,26,39
114,530,random,1.0,0,0,30,8
115,4438,random,1.0,0,0,38,32
116,3138,random,1.0,0,0,38,22
117,1984,random,1.0,0,0,34,30
118,651,random,1.0,0,0,1,18
119,4836,random,1.0,0,0,36,37
120,3850,random,1.0,0,0,0,11
121,2684,random,1.0,0,0,34,27
122,4145,random,1.0,0,0,45,26
123,3379,random,1.0,0,0,29,32
124,2251,random,1.0,0,0,1,45
125,3344,random,1.0,0,0,44,14
126,2470,random,1.0,0,0,20,4
127,1308,random,1.0,0,0,8,39
128,2879,random,1.0,0,0,29,45
129,4534,random,1.0,0,0,34,44
130,1606,random,1.0,0,0,6,48
131,2001,random,1.0,0,0,1,41
132,4549,random,1.0,0,0,49,15
133,712,random,1.0,0,0,12,32
134,1645,random,1.0,0,0,45,38
135,4458,random,1.0,0,0,8,46
136,890,random,1.0,0,0,40,42
137,122,random,1.0,0,0,22,45
138,889,random,1.0,0,0,39,31
139,591,random,1.0,0,0,41,39
140,3231,random,1.0,0,0,31,33
141,1896,random,1.0,0,0,46,5
142,4760,random,1.0,0,0,10,22
143,3171,random,1.0,0,0,21,29
144,2859,random,1.0,0,0,9,28
145,2487,random,1.0,0,0,37,33
146,1093,random,1.0,0,0,43,14
147,4961,random,1.0,0,0,11,42
148,4499,random,1.0,0,0,49,12
149,130,random,1.0,0,0,30,6
150,433,random,1.0,0,0,33,8
151,1951,random,1.0,0,1,1,1
152,1334,random,1.0,0,0,34,10
153,2667,random,1.0,0,0,17,36
154,4564,random,1.0,0,0,14,46
155,3543,random,1.0,0,0,43,49
156,956,random,1.0,0,0,6,45
157,4031,random,1.0,0,0,31,11
158,1973,random,1.0,0,0,23,45
159,4016,random,1.0,0,0,16,4
160,2266,random,1.0,0,0,16,0
161,3716,random,1.0,0,0,16,14
162,8,random,1.0,0,0,8,20
163,3963,random,1.0,0,0,13,37
164,3298,random,1.0,0,0,48,0
165,1132,random,1.0,0,0,32,25
166,3810,random,1.0,0,0,10,4
167,4986,random,1.0,0,0,36,40
168,3082,random,1.0,0,0,32,21
169,4569,random,1.0,0,0,19,34
170,4670,random,1.0,0,0,20,7
171,1323,random,1.0,0,0,23,22
172,2427,random,1.0,0,0,27,20
173,3972,random,1.0,0,0,22,20
174,2848,random,1.0,0,0,48,1
175,3434,random,1.0,0,0,34,38
176,2428,random,1.0,0,0,28,7
177,4352,random,1.0,0,0,2,34
178,3607,random,1.0,0,0,7,25
179,4166,random,1.0,0,0,16,36
180,2900,random,1.0,0,0,0,16
181,398,random,1.0,0,0,48,36
182,1850,random,1.0,0,0,0,44
183,3756,random,1.0,0,0,6,31
184,1131,random,1.0,0,0,31,0
185,4799,random,1.0,0,0,49,13
186,2532,random,1.0,0,0,32,38
187,2349,random,1.0,0,0,49,48
188,47,random,1.0,0,0,47,37
189,4474,random,1.0,0,0,24,22
190,2146,random,1.0,0,0,46,0
191,1694,random,1.0,0,0,44,18
192,4081,random,1.0,0,0,31,18
193,4957,random,1.0,0,0,7,11
194,3864,random,1.0,0,0,14,41
195,129,random,1.0,0,0,29,34
196,2544,random,1.0,0,0,44,35
197,2945,random,1.0,0,0,45,32
198,2603,random,1.0,0,0,3,38
199,350,random,1.0,0,0,0,32
200,2463,random,1.0,0,0,13,23
201,3189,random,1.0,0,0,39,25
202,854,random,1.0,0,0,4,13
203,4703,random,1.0,0,0,3,36
204,4825,random,1.0,0,0,25,17
205,1945,random,1.0,0,0,45,43
206,4599,random,1.0,0,0,49,22
207,2955,random,1.0,0,0,5,4
208,638,random,1.0,0,0,38,30
209,195,random,1.0,0,0,45,29
210,16,random,1.0,0,0,16,5
211,1677,random,1.0,0,0,27,26
212,4936,random,1.0,0,0,36,45
213,3839,random,1.0,0,0,39,20
214,208,random,1.0,0,0,8,38
215,4096,random,1.0,0,0,46,29
216,2304,random,1.0,0,0,4,37
217,2574,random,1.0,0,0,24,42
218,2089,random,1.0,0,0,39,14
219,1519,random,1.0,0,0,19,8
220,1435,random,1.0,0,0,35,29
221,3981,random,1.0,0,0,31,29
222,453,random,1.0,0,0,3,13
223,557,random,1.0,0,0,7,12
224,4969,random,1.0,0,0,19,5
225,995,random,1.0,0,0,45,8
226,4898,random,1.0,0,0,48,46
227,1444,random,1.0,0,0,44,34
228,517,random,1.0,0,0,17,12
229,4819,random,1.0,0,0,19,42
230,4430,random,1.0,0,0,30,1
231,234,random,1.0,0,0,34,27
232,4010,random,1.0,0,0,10,1
233,3005,random,1.0,0,0,5,46
234,4777,random,1.0,0,0,27,46
235,2811,random,1.0,0,0,11,36
236,430,random,1.0,0,0,30,11
237,4687,random,1.0,0,0,37,23
238,2348,random,1.0,0,0,48,23
239,1498,random,1.0,0,0,48,0
240,365,random,1.0,0,0,15,38
241,3404,random,1.0,0,0,4,37
242,1783,random,1.0,0,0,33,39
243,1568,random,1.0,0,0,18,25
244,2989,random,1.0,0,0,39,36
245,3561,random,1.0,0,0,11,26
246,922,random,1.0,0,0,22,31
247,1165,random,1.0,0,0,15,23
248,3629,random,1.0,0,0,29,22
249,1198,random,1.0,0,0,48,14
250,757,random,1.0,0,0,7,28
251,1881,random,1.0,0,0,31,22
252,2630,random,1.0,0,0,30,17
253,2443,random,1.0,0,0,43,26
254,1087,random,1.0,0,0,37,43
255,31,random,1.0,0,0,31,45
256,4593,random,1.0,0,0,43,1
257,4689,random,1.0,0,0,39,29
258,2110,random,1.0,0,0,10,31
259,769,random,1.0,0,0,19,25
260,2538,random,1.0,0,0,38,22
261,3591,random,1.0,0,0,41,10
262,3316,random,1.0,0,0,16,4
263,1999,random,1.0,0,0,49,39
264,3088,random,1.0,0,0,38,21
265,3707,random,1.0,0,0,7,16
266,1489,random,1.0,0,0,39,41
267,2780,random,1.0,0,0,30,33
268,3452,random,1.0,0,0,2,44
269,4679,random,1.0,0,0,29,8
270,4461,random,1.0,0,0,11,28
271,285,random,1.0,0,0,35,17
272,2567,random,1.0,0,0,17,42
273,2787,random,1.0,0,0,37,26
274,2745,random,1.0,0,0,45,46
275,686,random,1.0,0,0,36,32
276,3754,random,1.0,0,0,4,7
277,2014,random,1.0,0,0,14,43
278,17,random,1.0,0,0,17,46
279,2845,random,1.0,0,0,45,19
280,3503,random,1.0,0,0,3,33
281,2641,random,1.0,0,0,41,0
282,4179,random,1.0,0,0,29,6
283,3749,random,1.0,0,0,49,7
284,2408,random,1.0,0,0,8,36
285,4117,random,1.0,0,0,17,38
286,359,random,1.0,0,0,9,10
287,1527,random,1.0,0,0,27,5
288,3133,random,1.0,0,0,33,25
289,2477,random,1.0,0,0,27,14
290,4724,random,1.0,0,0,24,25
291,4046,random,1.0,0,0,46,47
292,4407,random,1.0,0,0,7,29
293,4061,random,1.0,0,0,11,35
294,466,random,1.0,0,0,16,27
295,1865,random,1.0,0,0,15,4
296,2979,random,1.0,0,0,29,18
297,2374,random,1.0,0,0,24,46
298,1217,random,1.0,0,0,17,13
299,4012,random,1.0,0,0,12,30
300,1503,random,1.0,0,0,3,30
301,4647,random,1.0,0,0,47,8
302,1685,random,1.0,0,0,35,42
303,797,random,1.0,0,0,47,42
304,2734,random,1.0,0,0,34,43
305,1208,random,1.0,0,0,8,36
306,3706,random,1.0,0,0,6,5
307,3740,random,1.0,0,0,40,35
308,3618,random,1.0,0,0,18,26
309,2956,random,1.0,0,0,6,42
310,502,random,1.0,0,0,2,5
311,1031,random,1.0,0,0,31,33
312,3731,random,1.0,0,0,31,19
313,4514,random,1.0,0,0,14,4
314,3111,random,1.0,0,0,11,44
315,621,random,1.0,0,0,21,1
316,1793,random,1.0,0,0,43,19
317,4607,random,1.0,0,0,7,31
318,3592,random,1.0,0,0,42,21
319,623,random,1.0,0,1,23,23
320,2323,random,1.0,0,0,23,49
321,665,random,1.0,0,1,15,15
322,4990,random,1.0,0,0,40,21
323,2651,random,1.0,0,0,1,26
324,1719,random,1.0,0,0,19,1
325,3355,random,1.0,0,0,5,8
326,4143,random,1.0,0,0,43,25
327,1034,random,1.0,0,0,34,2
328,774,random,1.0,0,0,24,17
329,1811,random,1.0,0,0,11,15
330,4235,random,1.0,0,0,35,44
331,1097,random,1.0,0,0,47,37
332,4715,random,1.0,0,0,15,22
333,4774,random,1.0,0,0,24,18
334,1912,random,1.0,0,0,12,41
335,2750,random,1.0,0,0,0,43
336,4671,random,1.0,0,0,21,41
337,223,random,1.0,0,0,23,7
338,4879,random,1.0,0,0,29,25
339,2406,random,1.0,0,0,6,21
340,497,random,1.0,0,0,47,43
341,1391,random,1.0,0,0,41,46
342,361,random,1.0,0,1,11,11
343,3804,random,1.0,0,0,4,20
344,2625,random,1.0,0,0,25,31
345,1119,random,1.0,0,0,19,24
346,4526,random,1.0,0,0,26,39
347,1930,random,1.0,0,0,30,20
348,1935,random,1.0,0,1,35,35
349,846,random,1.0,0,0,46,9
350,782,random,1.0,0,0,32,7
351,1070,random,1.0,0,0,20,37
352,903,random,1.0,0,0,3,20
353,1144,random,1.0,0,0,44,33
354,3617,random,1.0,0,0,17,29
355,3419,random,1.0,0,0,19,21
356,2668,random,1.0,0,0,18,47
357,1307,random,1.0,0,0,7,25
358,3974,random,1.0,0,1,24,24
359,910,random,1.0,0,0,10,35
360,617,random,1.0,0,0,17,24
361,161,random,1.0,0,0,11,16
362,1716,random,1.0,0,0,16,37
363,951,random,1.0,0,0,1,18
364,2813,random,1.0,0,0,13,15
365,1438,random,1.0,0,0,38,21
366,240,random,1.0,0,0,40,15
367,1055,random,1.0,0,0,5,2
368,2474,random,1.0,0,0,24,47
369,2300,random,1.0,0,0,0,11
370,233,random,1.0,0,0,33,5
371,3568,random,1.0,0,0,18,3
372,1777,random,1.0,0,0,27,6
373,1218,random,1.0,0,0,18,43
374,519,random,1.0,0,0,19,41
375,1063,random,1.0,0,0,13,23
376,3486,random,1.0,0,0,36,2
377,1745,random,1.0,0,0,45,17
378,3153,random,1.0,0,0,3,28
379,2563,random,1.0,0,0,13,10
380,4384,random,1.0,0,0,34,36
381,2091,random,1.0,0,0,41,23
382,2179,random,1.0,0,0,29,13
383,3483,random,1.0,0,0,33,12
384,1148,random,1.0,0,0,48,31
385,960,random,1.0,0,0,10,14
386,3976,random,1.0,0,0,26,8
387,820,random,1.0,0,0,20,29
388,2584,random,1.0,0,0,34,32
389,2221,random,1.0,0,0,21,1
390,4213,random,1.0,0,0,13,12
391,3277,random,1.0,0,0,27,23
392,2032,random,1.0,0,0,32,13
393,1329,random,1.0,0,0,29,14
394,4383,random,1.0,0,0,33,31
395,3733,random,1.0,0,0,33,3
396,4927,random,1.0,0,0,27,32
397,419,random,1.0,0,0,19,46
398,1236,random,1.0,0,1,36,36
399,866,random,1.0,0,0,16,10
400,2660,random,1.0,0,0,10,20
401,777,random,1.0,0,0,27,2
402,2158,random,1.0,0,0,8,4
403,2184,random,1.0,0,0,34,4
404,2011,random,1.0,0,0,11,2
405,1446,random,1.0,0,0,46,21
406,2483,random,1.0,0,0,33,45
407,3848,random,1.0,0,0,48,28
408,770,random,1.0,0,0,20,19
409,1291,random,1.0,0,0,41,26
410,2705,random,1.0,0,0,5,27
411,2659,random,1.0,0,0,9,32
412,1962,random,1.0,0,0,12,32
413,628,random,1.0,0,0,28,49
414,1204,random,1.0,0,0,4,19
415,2264,random,1.0,0,0,14,40
416,2399,random,1.0,0,0,49,29
417,654,random,1.0,0,0,4,7
418,2115,random,1.0,0,0,15,17
419,2346,random,1.0,0,0,46,34
420,1769,random,1.0,0,0,19,31
421,3194,random,1.0,0,0,44,33
422,4743,random,1.0,0,0,43,46
423,4779,random,1.0,0,0,29,32
424,2000,random,1.0,0,0,0,23
425,983,random,1.0,0,0,33,16
426,1552,random,1.0,0,1,2,2
427,1276,random,1.0,0,0,26,34
428,4298,random,1.0,0,0,48,37
429,3062,random,1.0,0,0,12,13
430,4861,random,1.0,0,0,11,25
431,4036,random,1.0,0,0,36,25
432,56,random,1.0,0,0,6,22
433,3108,random,1.0,0,0,8,33
434,3295,random,1.0,0,0,45,16
435,3768,random,1.0,0,0,18,33
436,4122,random,1.0,0,0,22,0
437,3069,random,1.0,0,0,19,31
438,3790,random,1.0,0,0,40,41
439,2809,random,1.0,0,0,9,27
440,3018,random,1.0,0,0,18,2
441,102,random,1.0,0,0,2,47
442,724,random,1.0,0,0,24,38
443,1879,random,1.0,0,0,29,23
444,1760,random,1.0,0,0,10,31
445,2417,random,1.0,0,0,17,3
446,2139,random,1.0,0,0,39,47
447,3137,random,1.0,0,0,37,25
448,3633,random,1.0,0,0,33,18
449,1653,random,1.0,0,0,3,33
450,3004,random,1.0,0,0,4,46
451,853,random,1.0,0,0,3,43
452,174,random,1.0,0,0,24,48
453,3413,random,1.0,0,0,13,36
454,4123,random,1.0,0,0,23,48
455,4106,random,1.0,0,0,6,10
456,3648,random,1.0,0,0,48,34
457,612,random,1.0,0,0,12,18
458,1417,random,1.0,0,0,17,44
459,4069,random,1.0,0,0,19,46
460,1593,random,1.0,0,0,43,41
461,181,random,1.0,0,0,31,48
462,1099,random,1.0,0,0,49,22
463,1843,random,1.0,0,0,43,18
464,2886,random,1.0,0,0,36,0
465,1330,random,1.0,0,0,30,22
466,3327,random,1.0,0,0,27,15
467,592,random,1.0,0,0,42,16
468,336,random,1.0,0,0,36,21
469,1483,random,1.0,0,0,33,40
470,429,random,1.0,0,0,29,12
471,580,random,1.0,0,0,30,44
472,272,random,1.0,0,0,22,17
473,1493,random,1.0,0,0,43,12
474,3264,random,1.0,0,0,14,35
475,1116,random,1.0,0,0,16,1
476,416,random,1.0,0,0,16,49
477,3014,random,1.0,0,0,14,5
478,4195,random,1.0,0,0,45,31
479,3970,random,1.0,0,0,20,5
480,2731,random,1.0,0,1,31,31
481,1666,random,1.0,0,0,16,39
482,1862,random,1.0,0,0,12,8
483,72,random,1.0,0,0,22,31
484,763,random,1.0,0,0,13,45
485,4516,random,1.0,0,0,16,0
486,4975,random,1.0,0,0,25,39
487,1860,random,1.0,0,0,10,2
488,4515,random,1.0,0,0,15,28
489,4417,random,1.0,0,0,17,13
490,2076,random,1.0,0,0,26,42
491,4322,random,1.0,0,0,22,17
492,4100,random,1.0,0,0,0,1
493,3911,random,1.0,0,0,11,15
494,783,random,1.0,0,0,33,47
495,3735,random,1.0,0,0,35,31
496,2195,random,1.0,0,0,45,22
497,2193,random,1.0,0,0,43,4
498,2589,random,1.0,0,0,39,37
499,4908,random,1.0,0,0,8,21
500,3430,random,1.0,0,0,30,0
501,656,random,1.0,0,0,6,43
502,1305,random,1.0,0,0,5,12
503,4976,random,1.0,0,0,26,24
504,3594,random,1.0,0,0,44,48
505,4447,random,1.0,0,0,47,17
506,2639,random,1.0,0,0,39,44
507,4477,random,1.0,0,0,27,7
508,3878,random,1.0,0,0,28,30
509,2149,random,1.0,0,0,49,42
510,4248,random,1.0,0,0,48,22
511,1570,random,1.0,0,0,20,16
512,4182,random,1.0,0,0,32,5
513,3449,random,1.0,0,0,49,47
514,2214,random,1.0,0,0,14,34
515,3173,random,1.0,0,0,23,4
516,1008,random,1.0,0,0,8,28
517,212,random,1.0,0,0,12,36
518,3956,random,1.0,0,0,6,45
519,3841,random,1.0,0,0,41,25
520,2953,random,1.0,0,0,3,6
521,1470,random,1.0,0,0,20,14
522,2365,random,1.0,0,0,15,18
523,1409,random,1.0,0,0,9,23
524,3765,random,1.0,0,0,15,14
525,4315,random,1.0,0,0,15,22
526,1431,random,1.0,0,0,31,11
527,4000,random,1.0,0,0,0,33
528,933,random,1.0,0,0,33,32
529,3174,random,1.0,0,0,24,8
530,158,random,1.0,0,0,8,23
531,907,random,1.0,0,0,7,13
532,3341,random,1.0,0,0,41,32
533,1960,random,1.0,0,0,10,40
534,4353,random,1.0,0,0,3,30
535,4587,random,1.0,0,0,37,36
536,4246,random,1.0,0,0,46,0
537,1158,random,1.0,0,0,8,14
538,3827,random,1.0,0,0,27,40
539,929,random,1.0,0,0,29,21
540,1021,random,1.0,0,0,21,26
541,795,random,1.0,0,0,45,43
542,3323,random,1.0,0,0,23,40
543,522,random,1.0,0,0,22,15
544,4848,random,1.0,0,0,48,18
545,1884,random,1.0,0,0,34,46
546,3940,random,1.0,0,0,40,19
547,792,random,1.0,0,0,42,23
548,4175,random,1.0,0,0,25,27
549,4883,random,1.0,0,0,33,49
550,4596,random,1.0,0,0,46,29
551,531,random,1.0,0,0,31,7
552,275,random,1.0,0,0,25,36
553,4476,random,1.0,0,0,26,14
554,2287,random,1.0,0,0,37,14
555,3332,random,1.0,0,0,32,13
556,2124,random,1.0,0,0,24,0
557,1112,random,1.0,0,0,12,11
558,4938,random,1.0,0,0,38,15
559,2390,random,1.0,0,0,40,42
560,3983,random,1.0,0,0,33,30
561,352,random,1.0,0,0,2,3
562,604,random,1.0,0,0,4,41
563,1993,random,1.0,0,1,43,43
564,3673,random,1.0,0,0,23,48
565,4340,random,1.0,0,0,40,0
566,2889,random,1.0,0,0,39,2
567,1445,random,1.0,0,0,45,33
568,1744,random,1.0,0,0,44,32
569,1543,random,1.0,0,0,43,20
570,1818,random,1.0,0,0,18,2
571,1433,random,1.0,0,0,33,10
572,1389,random,1.0,0,0,39,7
573,367,random,1.0,0,0,17,5
574,3197,random,1.0,0,0,47,13
575,3220,random,1.0,0,0,20,29
576,1686,random,1.0,0,0,36,39
577,4929,random,1.0,0,0,29,23
578,4546,random,1.0,0,0,46,12
579,1717,random,1.0,0,0,17,15
580,2444,random,1.0,0,0,44,43
581,2638,random,1.0,0,0,38,1
582,2373,random,1.0,0,0,23,13
583,11,random,1.0,0,0,11,2
584,4287,random,1.0,0,0,37,11
585,354,random,1.0,0,0,4,17
586,4852,random,1.0,0,0,2,40
587,4358,random,1.0,0,0,8,27
588,4110,random,1.0,0,0,10,22
589,3054,random,1.0,0,0,4,47
590,99,random,1.0,0,0,49,22
591,2389,random,1.0,0,0,39,18
592,1266,random,1.0,0,0,16,11
593,4101,random,1.0,0,0,1,49
594,3521,random,1.0,0,0,21,27
595,1849,random,1.0,0,0,49,41
596,3952,random,1.0,0,0,2,24
597,3239,random,1.0,0,0,39,21
598,4678,random,1.0,0,0,28,32
599,1926,random,1.0,0,0,26,11
600,4337,random,1.0,0,0,37,10
601,2053,random,1.0,0,0,3,33
602,863,random,1.0,0,0,13,41
603,88,random,1.0,0,0,38,42
604,4191,random,1.0,0,0,41,32
605,609,random,1.0,0,0,9,33
606,4041,random,1.0,0,0,41,21
607,4822,random,1.0,0,0,22,42
608,1149,random,1.0,0,0,49,43
609,3433,random,1.0,0,0,33,11
610,192,random,1.0,0,0,42,31
611,3372,random,1.0,0,0,22,19
612,2918,random,1.0,0,0,18,39
613,898,random,1.0,0,0,48,19
614,3546,random,1.0,0,0,46,12
615,2309,random,1.0,0,0,9,47
616,4649,random,1.0,0,0,49,3
617,624,random,1.0,0,0,24,4
618,1650,random,1.0,0,0,0,1
619,3461,random,1.0,0,0,11,20
620,3251,random,1.0,0,0,1,41
621,751,random,1.0,0,0,1,3
622,2036,random,1.0,0,0,36,10
623,4073,random,1.0,0,0,23,36
624,4604,random,1.0,0,0,4,2
625,2222,random,1.0,0,0,22,23
626,4553,random,1.0,0,0,3,24
627,883,random,1.0,0,0,33,48
628,2799,random,1.0,0,0,49,38
629,4388,random,1.0,0,0,38,19
630,191,random,1.0,0,0,41,44
631,2068,random,1.0,0,0,18,5
632,3773,random,1.0,0,0,23,25
633,2675,random,1.0,0,0,25,1
634,2901,random,1.0,0,0,1,33
635,4723,random,1.0,0,0,23,45
636,1457,random,1.0,0,0,7,31
637,4807,random,1.0,0,0,7,48
638,3680,random,1.0,0,0,30,31
639,828,random,1.0,0,0,28,6
640,2851,random,1.0,0,1,1,1
641,2896,random,1.0,0,0,46,27
642,2144,random,1.0,0,0,44,13
643,1441,random,1.0,0,0,41,25
644,2967,random,1.0,0,0,17,26
645,3117,random,1.0,0,0,17,43
646,4007,random,1.0,0,0,7,20
647,1359,random,1.0,0,0,9,13
648,1302,random,1.0,0,0,2,12
649,4694,random,1.0,0,0,44,20
650,499,random,1.0,0,0,49,8
651,1418,random,1.0,0,0,18,2
652,682,random,1.0,0,0,32,13
653,2181,random,1.0,0,0,31,11
654,1707,random,1.0,0,0,7,27
655,337,random,1.0,0,0,37,23
656,743,random,1.0,0,0,43,28
657,2766,random,1.0,0,0,16,39
658,2934,random,1.0,0,0,34,22
659,2311,random,1.0,0,0,11,32
660,2386,random,1.0,0,0,36,21
661,2310,random,1.0,0,0,10,43
662,1372,random,1.0,0,0,22,39
663,2051,random,1.0,0,0,1,6
664,4921,random,1.0,0,0,21,1
665,3615,random,1.0,0,0,15,5
666,1152,random,1.0,0,0,2,19
667,1412,random,1.0,0,1,12,12
668,3398,random,1.0,0,0,48,46
669,672,random,1.0,0,0,22,31
670,4851,random,1.0,0,0,1,7
671,3764,random,1.0,0,0,14,5
672,131,random,1.0,0,0,31,1
673,3320,random,1.0,0,0,20,16
674,2372,random,1.0,0,0,22,38
675,1704,random,1.0,0,0,4,41
676,2178,random,1.0,0,0,28,31
677,4810,random,1.0,0,0,10,13
678,3943,random,1.0,0,0,43,26
679,1711,random,1.0,0,0,11,19
680,3411,random,1.0,0,0,11,46
681,4380,random,1.0,0,0,30,5
682,4063,random,1.0,0,0,13,38
683,3682,random,1.0,0,0,32,2
684,1475,random,1.0,0,0,25,23
685,4279,random,1.0,0,0,29,34
686,82,random,1.0,0,0,32,9
687,1910,random,1.0,0,0,10,5
688,735,random,1.0,0,0,35,0
689,535,random,1.0,0,0,35,37
690,1312,random,1.0,0,0,12,48
691,3342,random,1.0,0,0,42,12
692,2162,random,1.0,0,0,12,11
693,3882,random,1.0,0,0,32,8
694,2013,random,1.0,0,0,13,44
695,1725,random,1.0,0,0,25,16
696,2872,random,1.0,0,0,22,49
697,3501,random,1.0,0,0,1,33
698,3130,random,1.0,0,0,30,10
699,2935,random,1.0,0,0,35,29
700,3860,random,1.0,0,0,10,28
701,1460,random,1.0,0,0,10,15
702,3060,random,1.0,0,0,10,49
703,1774,random,1.0,0,0,24,39
704,4771,random,1.0,0,0,21,2
705,176,random,1.0,0,0,26,28
706,3614,random,1.0,0,0,14,38
707,9,random,1.0,0,0,9,27
708,1072,random,1.0,0,0,22,6
709,683,random,1.0,0,0,33,32
710,3800,random,1.0,0,0,0,23
711,4749,random,1.0,0,0,49,8
712,4032,random,1.0,0,0,32,49
713,348,random,1.0,0,0,48,35
714,3312,random,1.0,0,0,12,42
715,3286,random,1.0,0,0,36,24
716,3547,random,1.0,0,0,47,7
717,2425,random,1.0,0,0,25,2
718,4209,random,1.0,0,0,9,33
719,2292,random,1.0,0,0,42,21
720,2446,random,1.0,0,0,46,40
721,2295,random,1.0,0,0,45,39
722,3061,random,1.0,0,0,11,4
723,4442,random,1.0,0,0,42,36
724,1638,random,1.0,0,0,38,43
725,3224,random,1.0,0,0,24,21
726,1965,random,1.0,0,0,15,25
727,3697,random,1.0,0,0,47,27
728,248,random,1.0,0,0,48,29
729,1939,random,1.0,0,0,39,24
730,385,random,1.0,0,0,35,10
731,303,random,1.0,0,0,3,47
732,4194,random,1.0,0,0,44,0
733,1464,random,1.0,0,0,14,28
734,2613,random,1.0,0,0,13,23
735,100,random,1.0,0,0,0,45
736,3719,random,1.0,0,0,19,6
737,4397,random,1.0,0,0,47,29
738,3852,random,1.0,0,0,2,10
